;age;job;marital;education;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp_var_rate;cons_price_idx;cons_conf_idx;euribor3m;nr_employed;response;Default;Housing;Loan;Cellular
90;40;unemployed;single;high.school;jul;mon;300;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;1;0;1
91;38;blue-collar;married;basic.9y;nov;tue;180;2;999;1;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;0;0;1
92;44;blue-collar;married;high.school;jun;tue;390;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;0;0;0
93;25;self-employed;married;university.degree;may;fri;274;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
94;30;blue-collar;single;basic.6y;jul;tue;135;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;0;0
95;43;management;married;professional.course;nov;tue;257;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;0;0;1
96;58;retired;married;basic.6y;may;mon;268;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
97;31;technician;married;professional.course;may;wed;157;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;1;0;0
98;53;management;married;university.degree;jul;tue;477;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;0;0;1
99;52;admin.;married;university.degree;aug;tue;91;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;0;0;0;0;1
100;37;management;married;university.degree;apr;fri;76;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0;0;0;1;1
101;58;admin.;married;high.school;jul;tue;103;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;0;1
102;37;services;married;high.school;may;thu;436;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;0;1;1;1
103;38;admin.;single;university.degree;may;fri;191;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;0;1;0;1
104;33;services;single;basic.9y;apr;thu;483;2;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;0;0;1;0;1
105;45;services;married;high.school;may;fri;250;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;0;1;0;1
106;44;entrepreneur;married;professional.course;may;mon;259;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;0;0;0
107;38;blue-collar;married;basic.6y;jul;thu;389;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.966;5228.1;0;0;1;0;0
108;34;blue-collar;married;basic.9y;jun;tue;7;1;999;0;nonexistent;-1.7;94.055;-39.8;0.7020000000000001;4991.6;0;0;0;0;0
109;47;management;married;university.degree;jul;wed;123;1;999;0;nonexistent;-2.9;92.469;-33.6;1.0290000000000001;5076.2;0;0;1;0;1
110;59;admin.;married;university.degree;jul;wed;92;1;999;0;nonexistent;-2.9;92.469;-33.6;1.085;5076.2;0;0;1;1;1
111;51;blue-collar;married;basic.4y;aug;thu;297;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;1;1
112;31;blue-collar;married;basic.6y;jun;wed;406;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;0;0;1;0;0
113;56;management;married;university.degree;nov;wed;104;1;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;1;1
114;39;admin.;married;university.degree;jun;mon;135;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;0;0;0
115;41;entrepreneur;married;university.degree;nov;tue;854;1;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;1;0;1;0;1
116;41;management;divorced;basic.6y;nov;thu;147;1;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;1
117;53;services;married;high.school;may;thu;203;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0
118;35;blue-collar;married;high.school;jul;mon;149;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;1;1
119;58;retired;married;basic.9y;may;wed;144;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;0;0;1;1
120;25;self-employed;married;professional.course;jun;wed;394;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
121;35;blue-collar;divorced;basic.9y;may;tue;523;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;0;1;0;1
122;28;services;single;high.school;jul;wed;73;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;0;0;1
123;55;blue-collar;married;professional.course;may;fri;197;3;999;1;failure;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;0;1;1;1
124;54;entrepreneur;married;basic.4y;may;thu;108;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;0;1;0
125;45;technician;divorced;basic.9y;jul;wed;80;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;0;1
126;32;blue-collar;married;basic.9y;apr;thu;114;1;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1;0;0;1;0;1
127;50;admin.;married;basic.9y;aug;thu;122;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
128;75;retired;married;basic.4y;apr;tue;109;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;1;0;0;0;1
129;33;self-employed;divorced;university.degree;may;wed;1161;4;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;0;0;0
130;29;management;married;university.degree;aug;wed;181;2;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;0;0;0;1;1
131;45;management;married;university.degree;may;thu;239;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;0;1;0;1
132;38;admin.;divorced;university.degree;apr;mon;360;1;999;0;nonexistent;-1.8;93.075;-47.1;1.392;5099.1;1;0;0;0;1
133;24;services;single;professional.course;may;mon;314;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;1;0;0
134;41;technician;married;professional.course;aug;mon;984;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
135;58;retired;divorced;high.school;jun;tue;663;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;1;0;1;0;1
136;34;admin.;married;university.degree;may;wed;157;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;1;0
137;34;admin.;married;university.degree;nov;mon;141;2;999;0;nonexistent;-1.1;94.76700000000001;-50.8;1.05;4963.6;0;0;0;0;1
138;37;technician;divorced;professional.course;may;wed;374;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
139;53;blue-collar;divorced;basic.4y;jun;wed;706;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;1;0;0;0;0
140;54;technician;divorced;professional.course;jul;tue;797;14;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;1;1
141;32;technician;divorced;professional.course;nov;tue;250;1;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;1;0;1
142;42;admin.;married;high.school;jul;fri;311;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;0;1
143;28;technician;single;professional.course;aug;thu;63;2;3;1;success;-2.9;92.20100000000001;-31.4;0.851;5076.2;1;0;1;0;1
144;33;services;single;high.school;may;fri;111;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;0;0;1;0;0
145;41;blue-collar;married;basic.9y;apr;mon;148;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;0;1
146;31;services;married;high.school;nov;thu;49;1;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;0;1;1
147;40;technician;married;basic.9y;may;thu;171;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;0;0;0;1;0
148;53;admin.;married;basic.9y;nov;wed;242;1;999;1;failure;-3.4;92.649;-30.1;0.716;5017.5;0;0;0;1;1
149;40;admin.;divorced;university.degree;aug;mon;257;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;1
150;82;housemaid;married;basic.4y;sep;tue;279;3;3;2;success;-1.1;94.199;-37.5;0.877;4963.6;1;0;0;0;0
151;28;blue-collar;married;basic.4y;jul;mon;113;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;1;0;1
152;30;admin.;married;high.school;nov;wed;246;3;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;1
153;31;unemployed;single;university.degree;jul;tue;309;1;6;3;success;-1.7;94.215;-40.3;0.835;4991.6;1;0;1;0;1
154;32;technician;single;university.degree;aug;wed;168;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;1
155;54;blue-collar;married;basic.4y;aug;tue;153;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
156;31;blue-collar;married;basic.9y;jul;wed;152;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;0;0;1
157;50;services;married;university.degree;aug;thu;90;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;0;0;1;0;1
158;47;technician;single;university.degree;jul;tue;117;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;0;0;1
159;31;admin.;single;high.school;may;wed;149;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;0;1;1;1
160;32;unemployed;married;high.school;nov;thu;640;1;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;1
161;46;admin.;single;high.school;nov;mon;199;2;999;2;failure;-1.1;94.76700000000001;-50.8;1.048;4963.6;0;0;1;0;1
162;47;admin.;single;high.school;may;mon;1114;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;0;0;1
163;32;admin.;single;high.school;nov;mon;74;2;999;2;failure;-1.1;94.76700000000001;-50.8;1.048;4963.6;0;0;0;0;1
164;52;services;divorced;high.school;nov;mon;190;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;0;0;0;0;1
165;45;admin.;married;high.school;oct;fri;738;3;6;1;success;-1.1;94.601;-49.5;1.0290000000000001;4963.6;1;0;1;0;1
166;32;admin.;married;university.degree;may;fri;374;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;0;1;0;1
167;71;blue-collar;divorced;basic.4y;aug;thu;224;1;999;0;nonexistent;-1.7;94.027;-38.3;0.904;4991.6;0;0;0;0;1
168;49;services;married;high.school;may;fri;344;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;1;0;0
169;46;admin.;married;high.school;jun;wed;148;10;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;0;0;1;1;0
170;46;blue-collar;married;professional.course;nov;fri;383;1;999;0;nonexistent;-1.1;94.76700000000001;-50.8;1.028;4963.6;0;0;0;0;1
171;38;admin.;married;university.degree;aug;tue;35;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;1
172;57;services;married;professional.course;aug;mon;153;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;0;0;1
173;41;services;single;high.school;may;mon;772;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;1;0;1
174;44;technician;married;professional.course;may;fri;124;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;0;0;0;0;0
175;47;technician;married;university.degree;aug;wed;345;7;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;0;1
176;40;blue-collar;married;basic.9y;may;wed;951;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;1;1;0
177;57;retired;single;professional.course;may;mon;188;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
178;27;admin.;single;university.degree;mar;tue;128;1;3;1;success;-1.8;93.369;-34.8;0.637;5008.7;1;0;0;0;1
179;52;blue-collar;married;basic.9y;aug;fri;809;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;1;0;0;0;1
180;34;management;married;university.degree;jun;wed;192;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;0;0;1;1;0
181;42;entrepreneur;married;university.degree;may;tue;154;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
182;51;technician;married;university.degree;jun;fri;17;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
183;45;management;married;basic.4y;may;fri;100;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;1;0;0
184;56;retired;married;high.school;may;mon;317;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;0;0;0;0;1
185;41;management;married;university.degree;may;thu;93;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;0;1;0;1
186;44;admin.;married;high.school;aug;fri;111;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;0;1
187;50;blue-collar;married;basic.6y;may;mon;293;3;3;1;success;-1.8;92.89299999999999;-46.2;1.354;5099.1;1;0;1;0;1
188;54;self-employed;married;high.school;aug;tue;119;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;0;0;1
189;51;blue-collar;married;basic.6y;aug;fri;393;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;0;0;1
190;30;blue-collar;single;basic.9y;nov;wed;30;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1
191;42;housemaid;married;basic.4y;jun;fri;38;8;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
192;41;technician;married;professional.course;jun;mon;442;11;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;0;0;1;0;0
193;47;services;single;basic.9y;nov;tue;187;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;0;0;1
194;35;blue-collar;married;basic.6y;apr;fri;113;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;0;1
195;58;blue-collar;married;basic.9y;nov;tue;64;1;999;1;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;0;0;1
196;50;blue-collar;divorced;high.school;jul;mon;629;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;1;0;1;1;1
197;41;technician;married;professional.course;may;tue;92;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
198;38;technician;married;university.degree;may;wed;147;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;0;1;0;1
